number of frame,current time (s),black to white (1/0 represents true/false),luminosity,saturation_rgb,saturation_hsv,chromatic variety,entropy of luminosity_gray,entropy of luminosity_rgb,four-scale contrast,eight-scale contrast,mean gray contrast / Peli contrast
114,4.56,0.0,71.13040254678032,0.46812176664942795,119.37989969135802,109022100202.42188,111115.23795991394,745972.1934444973,29.775912422839507,42.92563006365741,48.91170156400943
115,4.6,0.0,70.73403867622125,0.4727196001313385,120.55292052469136,109744090000.1914,111419.8311476909,748519.00070269,30.942534722222224,44.56424238040123,48.62802624881497
116,4.64,0.0,70.51642143665312,0.4686616373400703,119.51794897762346,110941358597.58594,112236.7088118645,750468.20460367,29.399289641203705,42.42158661265432,48.217977194812946
117,4.68,0.0,70.27412031348152,0.4693122393423373,119.68307822145061,111008577853.72266,112467.00255655384,752041.8059342385,30.79409866898148,44.33569806134259,47.91817574368736
118,4.72,0.0,69.90902086952474,0.47388989294791434,120.85050684799383,110821991847.67188,112711.18305240679,753281.364868045,31.396559606481482,45.17519386574074,47.59592466389402
119,4.76,0.0,69.71973365115034,0.47216244465297924,120.40995129243827,110838626115.0586,113257.41251677035,754141.9468140008,30.490189525462963,43.94197337962963,47.282690416683536
120,4.8,0.0,69.52233350549515,0.4741859634396897,120.92601514274692,109274150548.33594,113277.68226633519,754571.9994527246,30.997465760030863,44.592850597993824,47.25493142912662
121,4.84,0.0,69.31331449266624,0.4772611318861978,121.70916956018519,108250399373.9414,113059.26006525742,756181.3481848321,34.17870129243827,49.1204279996142,47.22821568673316
122,4.88,0.0,69.25089389902193,0.4715420780453494,120.25084635416667,108207234293.23828,113243.97015967754,757851.5651098742,30.416481481481483,43.78018012152778,47.11724374420316
123,4.92,0.0,68.94712597656964,0.4704094260673756,119.96394675925926,107505694852.35156,113643.2510923517,759983.0993726079,28.846983024691358,41.496363088348765,47.073322275036
124,4.96,0.0,68.71592182581904,0.47290800923347304,120.60120804398149,107411103387.85156,113999.62316689538,761828.3438914095,28.16549430941358,40.424766107253085,46.97910231635472
125,5.0,0.0,68.45621792486283,0.4707981208181349,120.06268132716049,108023361256.50781,114617.71251913725,763651.4218071686,26.568877314814817,38.21192949459876,46.638420595941476
126,5.04,0.0,68.03938883825062,0.47197476963663404,120.36233072916667,107311283189.33594,115495.80691000388,763260.7650698607,26.010214602623456,37.34657118055556,46.30728770338215
127,5.08,0.0,67.77885463542025,0.47596948683266943,121.38040750385802,107172203932.5586,115651.48009264447,765321.5132815471,27.49414978780864,39.423487413194444,46.20300986577609
128,5.12,0.0,67.53850142746059,0.4709002807686111,120.0874821566358,108895535439.6875,116477.21130155196,768716.611322505,26.06998794367284,37.46232663001543,45.802213168276495
129,5.16,0.0,67.20857127700837,0.4700493851786429,119.87063078703704,109223741337.72266,117372.88609882856,771232.6330805735,25.3155290316358,36.36520519868827,45.457803842153304
130,5.2,0.0,66.83123332417796,0.47679275257562787,121.5910546875,108040895444.27344,117640.5121224171,771254.4057360793,26.80278838734568,38.44624686535494,45.25415471993122
131,5.24,0.0,66.92828283758371,0.47047890851486174,119.98145109953704,108305521746.125,117998.32272132547,770254.0500419595,25.00352768132716,35.961786265432096,45.12087174569748
132,5.28,0.0,66.77312999809004,0.4748258926004117,121.0898861882716,107962358789.125,118015.22230853286,770124.0916830159,25.156336805555554,36.099923562885806,45.059027673860044
133,5.32,0.0,66.52328315685806,0.4815803426376977,122.81179832175926,106841357703.08203,118047.23550504482,770853.4107443028,26.01500385802469,37.36014322916667,45.04561968304758
134,5.36,0.0,66.58635358798307,0.4771142713582062,121.67340036651234,106951274479.3164,118526.53074986151,769820.2304079274,23.83685619212963,34.30918764467592,44.987288874616894
135,5.4,0.0,66.51505385755245,0.4759221188154407,121.36939187885802,106461771516.88672,118941.04428630487,768775.803767739,23.300031828703705,33.51959297839506,44.91608933899735
136,5.44,0.0,66.35428591821994,0.48090784008817516,122.64021749614197,105301989644.27734,118983.7714688026,767343.6101675526,24.72310474537037,35.53190465856481,44.90589510877191
137,5.48,0.0,66.61400514226054,0.47687140669945366,121.61139998070988,106060713895.58594,119025.03077750177,766700.3463230613,23.693980999228394,34.150105372299386,44.94061394016493
138,5.52,0.0,66.85554691309457,0.4741689330733675,120.92202160493827,106402172677.4375,118633.82787286979,765395.142638099,23.458244598765432,33.80917414158951,44.92094886718121
139,5.56,0.0,66.85919541618792,0.47671788720679686,121.57108699845679,105752548741.5586,119075.01805490538,763928.4155262433,24.257670235339507,34.90385874807099,44.65009966502096
140,5.6,0.0,66.83998052275206,0.47468873751880597,121.05408564814815,106112400886.69922,118182.3771179252,764209.9659237826,23.0303303433642,33.225258728780865,44.922603966043965
141,5.64,0.0,66.90239604408428,0.47370762041217196,120.80315538194445,104733854802.9961,117867.53705219374,761759.2398449066,23.38930507330247,33.728002989969134,45.04631274771008
142,5.68,0.0,66.91868426744537,0.4779270854690241,121.8791970486111,104591015573.09766,117703.07976924977,761668.3354197304,24.71990885416667,35.58476875964506,45.146404160451326
143,5.72,0.0,67.23189085115915,0.47004836543007894,119.8711183449074,105765013729.58203,117511.40564239949,761162.1078378627,23.633557098765433,34.13793378665123,45.18189808152491
144,5.76,0.0,67.19984607445342,0.4730427435126878,120.63403742283951,105659450402.32031,117467.15911329973,761472.369415819,24.102384741512346,34.71509837962963,45.24046644617511
145,5.8,0.0,67.08738724343564,0.47814616489599776,121.93635079089506,105196872152.73828,117421.44212554507,761116.4697257928,25.045508777006173,36.13456211419753,45.28699174291058
146,5.84,0.0,67.34688669798749,0.46917913514038684,119.64865354938271,106260659885.55078,117413.5572123467,761522.706034771,23.499169560185184,33.98169608410494,45.246778532349
147,5.88,0.0,67.34139912372397,0.46776683928953283,119.28924430941358,107127075782.96484,117510.96057332346,763919.973483019,23.478802083333335,33.93343123070988,45.20483999770739
148,5.92,0.0,67.19484738712772,0.47295645976823697,120.61208767361111,106204860430.39453,117383.70258479335,763941.8891099177,24.63711902006173,35.53458357445987,45.21493695571567
149,5.96,0.0,67.21096440246144,0.4707412275738181,120.04698061342593,106422269053.34375,117821.75171231481,763644.2146785232,23.82933159722222,34.444814091435184,45.08167815473544
150,6.0,0.0,67.15776493486773,0.46924250305811194,119.66434027777778,105556629522.64453,117838.20966534509,762410.4579094544,24.112434413580246,34.85450544945988,44.98325863109505
151,6.04,0.0,67.04049905235222,0.4736710419924019,120.79400752314815,104917274407.14062,117962.58898756454,762042.3438858957,25.691904417438273,37.09063970871914,44.93738266702296
152,6.08,0.0,67.15395506412644,0.4701179791029528,119.88772665895061,104170236853.01562,118337.93080485248,759286.5975670476,25.254143036265432,36.54608193479938,44.81930899349068
153,6.12,0.0,67.17757726559059,0.4680826796105296,119.36771363811728,104691252191.0664,118534.16694785525,759881.8456952408,25.46133632330247,36.83098572530864,44.77336632582761
154,6.16,0.0,67.13598373405496,0.47041745749311864,119.9627309992284,104618257069.70703,118326.21944185013,759413.5841750392,26.70193672839506,38.563620515046296,44.77874609705982
155,6.2,0.0,67.26768829568596,0.46653032307383807,118.97223186728395,104861613968.49219,118362.61813156723,758391.5459110041,25.763879243827162,37.32021074459877,44.751688428596594
156,6.24,0.0,67.26730749515315,0.4669526801253897,119.07971739969136,105581309078.16797,118366.39535062552,760193.8507998309,26.420435474537037,38.17786193094136,44.74458496306158
157,6.28,0.0,67.10404053913658,0.47038725150001975,119.95486111111111,104858495995.54297,118494.17929149981,759700.9960206613,27.27531780478395,39.427550636574075,44.709300570251216
158,6.32,0.0,67.30839061147333,0.4636923022281178,118.24863136574074,104744336145.52344,118483.22387723596,758687.3442504102,25.576575520833334,37.03577594521605,44.67750596591101
159,6.36,0.0,67.37697876348815,0.46124089407779256,117.62457368827161,104627729566.36719,118647.66620237345,758723.3071525111,24.474712094907407,35.410445601851855,44.63322765247038
160,6.4,0.0,67.32574253036923,0.465267200508365,118.6511897183642,103707550938.8086,118506.99466521318,757932.9668675488,25.12446228780864,36.30526572145062,44.71794824957434
161,6.44,0.0,67.36077434652518,0.46163160778522866,117.72455584490741,104481916683.22656,118690.75668622955,759300.6846132479,24.70907986111111,35.7961238908179,44.6770444210606
